installation_id,lat,lon
GB_65,53.197694,-3.118273
GB_15,53.197694,-3.118273
GB_14,53.197694,-3.118273
GB_205884,53.736563,-0.2358004
GB_207767,51.903295,-0.21694
GB_207765,51.4811491,0.270093
GB_26,51.5074456,-0.1277653
GB_350,52.505432,-1.9646781758425385
GB_248,50.3773149,-4.1793822
GB_633,57.16440442,-2.10088192
GB_641,54.89703,-5.02134
GB_665,55.8455828,-4.4239646
GB_745,53.32578,-2.69447
GB_303,54.0050199,-0.439109
GB_1105,56.4170304,-3.4661614
GB_810,52.0540705,-0.0347633
GB_85,50.83032,-1.35511
GB_595,50.83032,-1.35511
GB_1103,53.36535,-0.8193899
GB_202,51.5074456,-0.1277653
GB_145,51.5074456,-0.1277653
GB_212704,53.4794892,-2.2451148
GB_840,56.20251,-3.15986
GB_892,53.668028,-1.896862
GB_213361,51.5074456,-0.1277653
GB_711,57.1382874,-2.1131039
GB_1059,53.88392,-3.00222
GB_1086,51.8021275,-4.9684249
GB_779,53.342227,-2.8835943
GB_879,54.6415716,-3.5459287
GB_991,53.4794892,-2.2451148
GB_206,53.3409714,-3.0500916
GB_932,52.1363806,-0.4675041
GB_347,51.5074456,-0.1277653
GB_166,51.5111014,-0.5940682
GB_355,53.4794892,-2.2451148
GB_391,50.7213892,-1.972792
GB_426,50.7859695,0.2705513
GB_474,50.74792045,-1.82092725
GB_478,51.434012,-0.511044
GB_508,55.15757,-1.5441
GB_510,51.4968265,-3.5584853
GB_515,52.8186609,-1.65725614
GB_1035,51.4538022,-2.5972985
GB_537,43.03333,-2.41667
GB_553,50.7376667,-4.000316
GB_570,55.0430756,-7.2479481
GB_273,55.25,-2.000559
GB_612,56.021417,-3.8306342
GB_940,53.0465084,-2.9937869
GB_760,52.4796992,-1.9026911
GB_457,50.8496934,-1.07102708
GB_786,54.7889718,-1.59324275
GB_1261,51.5074456,-0.1277653
GB_795,53.41397,-1.34288
GB_1052,50.89916,-1.43389
GB_1038,57.26267,-2.3652
GB_973,53.53117,-2.76899
GB_854,54.461103,-6.288606
XI_578,54.726971633,-5.764778767
GR_165,40.6403167,22.9352716
GR_2,38.047608,23.5348663
GR_201467,37.6281898,22.7159875
GR_218520,40.6403167,22.9352716
GR_218620,38.07521864615384,23.588465646153846
GR_90,38.5645411,23.285246
GR_161,40.79304,22.411477
GR_80,39.3810537,22.7458478
GR_99,40.6403167,22.9352716
GR_139,45.8174869,8.8301676
GR_137,37.5102911,22.3724241
GR_140,40.6403167,22.9352716
GR_92,38.0203695,24.0073367
GR_147,38.246242,21.7350847
GR_111,37.5102911,22.3724241
GR_114,38.8993832,22.433582
HR_203867,46.3892305,16.4368593
HR_205463,43.5471065,16.4277521
HR_203888,19.2231929,-70.5174086
HR_203859,19.2231929,-70.5174086
HU_94,48.1267635,22.312647
HU_77,47.4978789,19.0402383
HU_241,47.359976,19.0953357
HU_106,46.4171344,20.3196068
HU_168,47.4978789,19.0402383
HU_205931,47.4978789,19.0402383
HU_81,47.687609,17.6346815
HU_172,47.9280341,21.0467056
HU_116,47.5385142,21.3465888
HU_216822,47.7574079,18.1298249
IE_227238,53.3493795,-6.2605593
IE_3,52.861944,-8.196667
IE_16,51.7648298,-8.6569302
IE_210096,53.340305,-6.293676
IE_210704,53.2479888,-6.424349898216628
IE_64,,
IT_8,45.2638716,7.4694832
IT_822,44.831365262,10.3310633
IT_914,41.8933203,12.4829321
IT_232,45.5524745,10.7855782
IT_135,45.48340838,9.405226608
IT_870,45.0677551,7.6824892
IT_5,45.0138842,7.8223544
IT_138,45.7016472,9.680301783
IT_147,45.476076,9.689258
IT_241,45.69259,11.4290346
IT_309,45.002836531,9.809198729
IT_665,45.474991,11.369496
IT_224,45.1845007,11.1511359
IT_1208,40.793011,14.598039
IT_582,41.600175,14.2383017
IT_201846,43.532694259,11.155073277
